tweet	label	sentiment
"Covid was raging through India then. There were multiple restrictions imposed on day to day lives. Schools were closed, local trains didn’t ply, worships like Rathyatra were curtailed. Life was not normal, so elections could be deferred."	g	0
"Everyone saying ""Say no to mandatory vaccine""...You know you can go get the vaccine for free now? Then you wont feel forced. You'll feel like you chose this."	p	1
@CMOTamilnadu @mkstalin Please reconsider offline classes in colleges at the present time in view of the ongoing heavy rains and the concerns over the new COVID virus variant OMICRON. Offline exams after things settle down is OK.	m	1
"@olthwaite_eric So bitter.. Again, you'll feel better if you do what Prime Minister Morrison tells you to do and you book in your 3rd jab asap..Once you obey scotty, you'll be less aggressive"	g	0
"Definitely worth noting Swansea Council are trying to close Cinema &amp; Co under a 1984 UK gov act, not Welsh Gov COVID legislation. Anyone know why?"	g	0
@Sharanyashettyy Travel ban or not it won't help a bit! If at all the #Omicron is already in and we are four weeks behind if not more! Delta proved that travel band hardly changed anything! Hoping that we are close to herd immunity and to have a milder third wave! #coronavirus	m	1
"@dbongino They see he’s not adequate for the job and yet they’ll say his fit to run this country, at the moment there’s no control on the borders anyone can just come into the US and do whatever, gasoline in NYS is almost $4. The vaccine mandates are unconstitutional."	g	-1
"@thomasdolphin @petermbenglish A statement of the obvious.Using non-sterilising #vaccines during a pandemic is insanity. All you do is 'train' the #virus to dodge any efficacy.Of course many scientists have said this, but been ignored. Why? Is this all intended?"	s	0
A Global Pandemic is not a joke https://t.co/AhYIGYbncG	o	-1
"@Balatty @MandersSnark1 @stevecobb1965 @LozzaFox Long COVID my ass. That was proven to be a myth in 90% of the cases.Shifts remaining uncovered, again for understaffed and underfunded it's not the people who should be punished. Wise up? You mean fucking finally end this bullshit? You chose to work in that environment (pt1)"	o	-1
@blktinabelcher Oh no!! I'm sorry you got COVID 😞 speedy recovery!	o	1
@sammons_vanessa @BuggaThe Omicron in COVID and C-19Mobile PhoneAnthropomorphization of subject-object-subject relationship in Theocratic to Therapeutic Relationship in Medicine.'He's got the Whole World in his Hands' songhttps://t.co/KAWqwTFGam	s	0
@trsharish COVID CAREWASH UR HANDS WEAR MASK WATCH DISTSNCE VENTILATION VACCINATION. PLESE PTOPAGATE DR B N RAO	o	0
CIVIL SERVICES COVID RELIEF #UPSCExtraAttempt @PMOIndia  @narendramodi  @AmitShah @gssjodhpur  @myogiadityanath  @drdineshbjp  @ABVPVoice  @JPNadda  @BJP4UP  @DoPTGoI  @swatantrabjp  @kpmaurya1Aspirants protesting for their demands are not a good sign of development sir..! https://t.co/iL9ST4JFKP	m	-1
@WhiteHouse Vote for me and I will send COVID to GitMo along with the media and all the pharma execs	g	0
"@CTVNews @HeatherButtsCTV The vaccinated getting it into our country, tisk tisk."	g	-1
"@marsh_rj @JuliaHB1 But the government's definition of masks also seems to include face coverings/cloths (not proven to stop transmission), which I (personally) see most people wearing. How many have been going out &amp; about with those on this whole time &amp; not caught COVID? IMO it's worth considering"	m	0
BBC News - Covid: Two cases of new variant Omicron detected in UKhttps://t.co/QXClZ1WIcj	g	0
The Omicron variant and the stock market: Morning Briefhttps://t.co/mr5uajVWGS	o	0
"@NicholasS_CH @itosettiMD_MBA Hardly matters. After how this was handled, most everyone on those planes has had massive exposure. Expect most to develop COVID, whether symptomatic or not."	o	-1
What do the stats show on the gender digital divide in Africa? Uganda? Is it narrowing? Is it increasing? What is the effect of COVID19 on the divide?@wougnet ? Would be great to know https://t.co/s6SOBxUwXv	s	0
People are triple masked on BART today. I can’t take another lockdown	m	0
"in honor of getting two covid scares mid stream recently, having a full scene of the 7 stages of trauma or whatever i will be streaming for 12 hours tomorrow, the last day of this dumb month. https://t.co/slNk0vkkhp https://t.co/5L0nBuYZdU"	o	-1
"UK, Germany and Italy detect Omicron variant cases, Israel closes borders - Breaking News | Daily Mirror https://t.co/uJVdQKJOjC"	g	-1
Hope there will never be another Lockdown … EVER 😒😩	m	-1
@News24 @JasonFelix why doesn't Squirrel have the balls like other Brics countries???https://t.co/diyQaJjAjw	g	0
"@Zoessielol ""We know this this can be troublesome to obtain during Covid""&gt;Proceeds to double down on it"	o	0
Scaffolding Market https://t.co/IFf0iZoDjA	o	0
@MichaelPSenger Good discussion.  BitChute Jim FetzerNew Covid Scariant with Dr. Kaufma:https://t.co/ocensa5b4g	ov	0
New COVID variant: Omicron detected in London and Sydney | The New Daily https://t.co/IwCYyJfR1P	g	-1
Update ✈ 🇵🇰 Pakistan has banned flights from 6x African countries &amp; Hong Kong due to growing concerns about new COVID variant 'Omicron'.	g	0
"@shutupkalley before on DM, but I REALLYYYYY hope someone funds research on how to restore covid survivors’ taste and smell because it’s SO BEYOND FRUSTRATING knowing even a year later everything tastes and smells off 😭"	s	-1
@bonglez @Radio702 I'm not going to do that as long as there's no evidence that i need the damn vaccine.	a	0
Omicron is the same of Oh my godOu mai cronOu mai god@papusyolivus	o	0
"“Southeast Asian countries continue to rank lowest, with Indonesia, Malaysia, Thailand, Vietnam and the Philippines in the bottom six for the third month.” Bloomberg’s Covid Resilience Ranking. 👀 https://t.co/osZBBcHBZR via @bbgvisualdata"	g	0
"Soft targets as always, Africa is being  isolated for the omicron variant, shameless knee jerk reaction for populism! We shall beat this too!!!"	g	1
@Lors1Lo @MJtweetings @AdamJKucharski Vaccination on its own isn’t enough; to achieve herd immunity we’d need a huge % of the population to be vaccinated. So that infections were vanishingly rare; we aren’t near that.So need masks &amp; SD as well. It’s a triad.	s	1
"@DrGJackBrown I have a Greek keyboard on my iPhone because I speak math, and still can’t keep up with this. Took a break from Twitter and news for a little while and come back to Omicron. At first I thought they were talking about a YouTuber and was even more confused."	o	0
"@GBGundersen Unfortunately, a lot of people agree with him.Evidently he thinks that a whole lot of deaths would be preferable to vaccination."	p	-1
"@devilssenpaii no bff i read a naver article and it says that sofi only let 47k seats bc of the pandemic situation and stuff and since all four shows are sold out, it rounds up to 188k seats but since new seat tickets are released we can expect the number to go as high as 200k now 😭😭"	o	-1
"Hope India does not panic over Omicron. Tests and vaccines should be the only solution. No lockdowns, no travel bans...too many livelihoods are at stake. https://t.co/I5QRd1i1ch"	m	0
"@moorhouse_steve @jxs606 Oh, by the way, I gladly wear a mask in public to this day. All this made up inconvenience is minor to me. I've had several close friends die from Covid, that's the real inconvenience. Wearing a mask and getting ten shots are small issues in comparison to death. Spoiled Americans"	p	-1
@_Chule_74 Omicron.	o	0
The right way to handle the pandemic https://t.co/EZ8TJTzETk	o	0
"Even if #Omicron is milder than other #COVID19 variants, govt. messages that mild infections aren’t extremely dangerous are wrong:1. As graph shows, milder disease can actually KILL MORE PEOPLE;and2. Milder disease may run rampant &amp; CAUSE MORE LETHAL VARIANTS TO DEVELOP. https://t.co/Floo9JnrNm"	s	-1
"@chukar22 @EaseYourMind77 @Trunkrock23 @AMESPORTS @AmoneyResists Did you even see the fake jab that they gave our president?! How about Elon Musk taking the Covid test 4 times, where he was positive twice out of the four? Forcing those who survived to vaccinate, when they already have antibodies? I refuse to be a sheep led to the slaughter."	a	-1
"@jonallendc Dunno who he us, but was that the Covid toe that apparently indicates an infection?"	o	0
@SomeonesAnIdiot COVID brain fog for the antivaxxer?	ov	0
@DrEliDavid And: Coetzee added something about the patients being young and healthy. Half og them vaccinated.Stop cherry picking	s	-1
"@JoyAnnReid Oh , big deal ! News flash it’s not a vaccine if u still get covid ! Hello ?!?"	ov	-1
"Similarly, hyping up an even more decentralized web when we've seen social media misinformation-driven Covid surges and Capitol stormings, is not just a misplaced use of effort but reeks of ""cool tech for the sake of cool tech""."	o	-1
@DoctorAnarchist Click below.   This is a 1984 study if coronavirus using strains from the 70s.  Why not find these people.. see if there alive… and b…. See if they have immunity from the current covid 19.https://t.co/4yihwPMoiy	s	0
@JulieLunk2 I think from juniors up is reasonable with exemptions. I understand there are varied views. If it is statutory freedom of choice is removed. Like lockdown rules. I think that is nec so that people doing their day job aren’t put at risk &amp; children don’t give Covid to vul relatives	o	0
"New York Democrat Gov Kathy Hochul. “We thought that was the last time. We declared by this time next year, ‘I’m sure I’ll be fine, we’ll have that vaccine.’ And because there are still #holdouts 🤪 we cannot declare that it’s going to be completely safe.”29,104 left disabled https://t.co/31SvePVI4T"	g	-1
"New episode dropping really really (really) soon! It's already available for the @T_GProductions patrons, I'm sure it won't be much longer for everyone else! Ep 17: Tom's got covid!"	o	0
"@SabithaindraTRS Madam why can't You close all educational institutions From schools to colleges, as the new variant of Covid-19 seems to be very dangerous , It's Threatening everyone , Close as a advance solution , Please 👍🏻"	m	1
@bin8a4 @fw_slick This article are very helpful that I also advised to those who had Covid and got healedhttps://t.co/abDgGqf9fG	s	1
Omicron variant poses ‘very high’ global risk – WHO https://t.co/QSQcQsphDH	g	-1
@ianfra5er @paullewismoney No. The cohort of vaccinated people is much higher than the unvaccinated.	o	0
"@GregAbbott_TX It's not an issue, right? Covid isn't that bad and vaccines are strictly optional, right?So what do you care about Covid, Greg?"	a	0
"@HansLind Yes, Sweden saved democracy by avoiding the totalitarian measures used by its more successful neighbours, don't you remember?!Now it's implementing a covid passport, if democracy is not already dead, its certainly under threat."	g	-1
"@ItsAmandaBarnes Hot chocolate in a jar. It’s heated, so people have less virus concerns, but is  personal and inexpensive to make. https://t.co/VnBPOl81GUScience shows COVID is transmitted by air and not fomites (rare). Early elevator studies didn’t account 4 how long particles linger in air"	s	0
@rohan_connolly @AJGardiner_esq It doesn't matter how state of the art your quarantine facilities are if you're not quarantining people.	o	0
@realjerrybaker Currently 90% of the people hospitalised in the UK with any variant of Covid are unvaccinated. The others are a mix of unlucky or immune deficient.	s	0
2.He may catch the omicron variant from Tanzania	g	0
Airlines log busiest days since early 2020 over Thanksgiving but omicron poses new challenge https://t.co/P8ql51ZjGJ	m	0
"#CovidRoundtable | Story Of 'Bhartiya' Vaccine …. Minds Behind India's Success. How was Bharat Biotech picked up?Prof K Vijayaraghavan (Principal Scientific Advisor to GoI) and Dr Krishna Ella (Chairman, Bharat Biotech) explain the process on @thenewshour special broadcast. https://t.co/wN5rHiILZE"	s	0
But democrats are crying about covid? https://t.co/ytwoVoS5Ae	g	0
"Shocking, waste of time guidance here.  give us covid guidance please that keeps staff safe not this nonsense. https://t.co/UKWjxAyZUL"	m	-1
The reason NY governor is shutting down the state is not for medical reasons. https://t.co/Z5uQFdqibm	m	0
"@Synthezoidic @TheClover_67 @aboutceltic Ironically i ""have"" covid right now and my mrs has caught it for the 2nd time. Isolation for 10 days. Her symptoms are mild and i have had zero symptoms.So yea i agree with what you said. Complete eradication is impossible as well."	ov	0
"China president Xi Jinping has said China would offer one billion doses of COVID-19 vaccines to African countries. Also, would encourage Chinese companies to invest no less than $10bn in Africa across the next three years.#China https://t.co/Scb6QF348C"	g	1
"Ngl, when someone mentioned omicron, I thought they were misspelling the title of this game. https://t.co/rlQRqBN7ah"	o	0
"“If anything positive has come from the COVID-19 pandemic, it has shown us that the way things have been done in the past can change and that different ways of doing things are not only possible but are more inclusive.” —@jjyerbury, @uow https://t.co/jDN1K1EFhX"	o	1
"Personnel of Bangued MPS led by PSSg Ronald Ochovillo conducted Police visibility and assistance to the 3-Day Vaccination Motorcade at Provincial Capito, Zone 5 Bangued, Abra.#PNPKakampiMo#TeamPNP#PNPToServeandProtect https://t.co/gPaGNjf24K"	o	0
@NkululekoMdlu12 @mavalela63 I don’t support being moved to higher level however I do know a family friend who was a Dr and died of covid few weeks ago so it does exist	o	0
"TODAY is.... The Day of Remembrance for all Victims of Chemical Warfare ...  You were the precursors to CoVID...  Thank you!  Your sacrifices were made in vain, those fucking idiots are committing Biological Warfare now, and we're forced to wear masks!"	o	-1
@Natalie_Furn The new covid variation seems to activate the health sector #medical_chain	o	0
"@BeaumontDMD @rjfdownes @TelePolitics Oh, has it? I really must invest in a new dictionary then. Why being aware of injustices is either more dangerous than Covid, or something to be ridiculed, is beyond me."	o	-1
@bitcharoo96 Yessssss… I’ve got a little cocktail of covid vaccines going on in here 🤪	ov	0
"World On Alert As #Netherlands, #Australia, #Italy, #CzechRepublic, #Germany Confirm Cases Of #Omicron #Covid-19 Variant#Covid19variant @YudhvirJaswal https://t.co/yVyhpmvcaf"	g	0
@LoveHasW1 @irmagerdiful @RpsAgainstTrump @POTUS when those💉get flu. The unvaccinated aren’t riddled with covid. You have to get infected which both  the 💉and unvaccinated can do. Not an ounce of science or truth in your statement.	o	-1
@notasoreloser @spzkaz @adfigg @NoGuff1 @RealWmGClark @AFreeQueen @Youngaejy @ronquille_paul @_gawdy_ @TyefiaM @thomascarolan12 @8BrianVogel4 @DimensioT @LeahDeeShephard @Scott85023926 @ruxcytbl @TJ2020landslide @Fueldog3 @CalvinE43701301 @MarvinRJeffcoat @tinystomper @Dr_B_Scientist @BradSwan18 @OriginalGoalie @itisjustmebabe @MrsChef0319 @Ajohnso50141696 @Julie_NoNumbers @RosaWal90673631 @Charlen60403930 @CLR78253 @ProgressiveCdn9 @ShawnSm58925824 @Rick24189161 @colemarisa49 @MarkJonLB @lepke2112 @AntifaRaising @itsaboutdamnti1 @jamal_chill @ICanPlainlySee @voice_hard @mochs7185 @SharonWood1946 @ASK_Esq29 @levinforpres @patriot_1776US @alucard1116 @bettyboop7499 Wrong again. The covid19 vaccine CAUSES myocarditis	ov	-1
"@AACClydeSpace Are you really going through with this, with the new Covid strain?"	o	0
"@EdmontonOilers @RogersPlace @Enterprise From the Coach's Corner, year 2 of the Pandemic, PNK, Pandemic Muse........enjoy the normal season, we waited a long time for the fans!"	m	1
@AdamWagner1 Hi @adamelman Adam but what if you can’t do a PCR as you had Covid a month ago?   All advice is no OCRs for 90 days unless you have symptoms.	m	0
Do I need a pass? Jab? https://t.co/UskxtZ43Qs	o	0
@claireindubai @TaineMcLean @amyadam00 @monkeyhead78 @AvtarGill53 @andygib @GeordieBearDXB @geordiedentist @shelo9 @AndrewKenning @SarahJBahar The conspiracy theorist's conspiracy theoristI discovered I have a rabidly anti vaxx cousin yesterday. My wife told me. I have almost 50 cousins so hard to keep track	o	0
"New post (Omicron variant is vaccine inequality wake-up call, says South Africa's President Ramaphosa – video) published on https://t.co/RaBjl5DDcP - https://t.co/E7XXgyrFWh"	g	0
I like @DiseaseEcology’s point here.  we are shutting doors for low impact when we could be sending millions of vaccine doses to Africa to stem the cases and mutations. Best time to donate vaccines was 6 months+ ago. Next best time is now. https://t.co/YcESR2OjXh	g	0
"Britain will hold a G7 meeting on Monday with health leaders. Africa, Asia &amp; South America have not been given the support needed by the G7 to increase vaccines. Why?@POTUS@CDCgov@VPhttps://t.co/4ywYgLUkH8"	g	0
@Wendy94669657 then you go onto a subscription service! Infinity Jab! https://t.co/npC4BlLLnW	ov	0
@MattWalshBlog Omega vs Omicron.No point sharing your ignorance with the world.	o	-1
"@BsChallenger @DPJHodges @cllrtrisosborne South Africa has asked Johnson &amp; Johnson and Pfizer to delay delivery of COVID-19 vaccines because it now has too much stock, health ministry officials said, as vaccine hesitancy slows an inoculation campaign."	g	0
The overall global risk related to the new variant of concern #Omicron is assessed as very high: WHO The U.N. agency urged countries to accelerate vaccination of high-priority groups. Read more: https://t.co/GqMGNofbou https://t.co/ad8L0ZmsJN #UAE #Dubai #DXB	g	0
Wrapping up my second pandemic album today and by the looks of it I’ll be strapping in for a 3rd and 4th. Looking forward to my greatest hits tour in 2027.	o	1
Just a simple French fable about the building residents quarantined during Covid. Meaningful and powerful. It is on Netflix under “Stuck Together.” https://t.co/UmiWiGa2VC	o	0
South African doctor says omicron variant symptoms ‘unusual but mild’ https://t.co/hXxGl9miF9 #FoxNews	s	0
"B.1.1.529 Covid variant ‘most worrying we’ve seen’, says top UK medical adviser https://t.co/A2A11Vc949"	g	-1
"@DrJulieAMiller @RCHMelbourne I think they went to the zoo when COVID started (partly to stop visitors congregating to look at them, partly to keep zoo keepers caring for them safe / offsite). Not sure if that’s actually correct info - just my understanding!"	m	0
"Vintage French Tin Box, Vintage ELESCA, Milk Cocoa Powder Tin Box Canister Coffee Tin Box Kitchen Decor, Christmas Gift, France, 30s https://t.co/JJfDaIPfuX #CYBER2021 #BLACKFRIDAY #FREESHIPPING #Gifts #Retro #covid19 #Vintage #THANKSGIVING #FrenchTinBox https://t.co/xkoA1KZCtM"	o	0
"Stop referring to #Omicron as #SouthAfricaVariant.Africans living in India are already on the receiving end of a lot of hate, just for their race. Just imagine the additional stigmatization this can cause. So please stop.#OmicronVarariant #Omicorn #covidvariant"	g	0
@SportsCenter @ESPNFC Lewa robbed. announce Omicron	o	0
MY HEART BROKE HERE AFTER HEARING HIM SAYING THIS-“Performing in Korea in empty rooms during COVID made me feel like they went back eight years ago.” ~ PARK JIMIN	m	-1
"@jonPfulham @AllyPallyKieran The vaccine temporarily has an affect on the virus definitely not enough to mandate that every man, woman &amp; child takes it. The real prize for world Govt’s is to have us all monitored 24/7 through QR codes &amp; vaccine passports &amp; the pandemic has given them the perfect opportunity. https://t.co/XP08ACi4uS"	g	-1
Dr Bhakdi argues that a vaccine injected into the muscles will not protect you from a virus that attacks your respiratory system. =&gt; solution is a nasal spray vaccineHe calls on all #ophthalmologists to collect evidence on thrombosis in the eye vessels in vaccinated individuals. https://t.co/RzF20N0Iwr	s	0
"Amidst dark clouds,A subtle silver lining of hopeLike this rainbow, Is how life exists at times.. #NorthEastMonsoon #ChennaiRains #covidvariant #Omicron Let’s strengthen each other in this hardship of time and be prepared https://t.co/U6m7LLBOCZ"	o	1
@GBNEWS Covid bubble breached again.	o	0
@howisthismylif @CountryGardener @AlbertaLeonidas The vaccine is a Ponzi scheme they use Rona and the variants to keep it going.They don't really care if it works.	a	-1
"@sailorrooscout @SherryTrout If 87% are unvaxxed-how does that compare to the vax rate in that particular region, &amp; are we confident that those hospitalized are infected w/ #Omicron rather than Delta since we know hospitalizations &amp; deaths are lagging indicators?"	s	0
"@janethebrush @NHSuk They said the same about Delta variant. They don't actually know anything yet, so just go and get your booster jab. Also you need to keep in mind, that the more a virus mutates, the more it wears itself out."	p	0
"@wqvz24 @SoFiStadium Hi, @SoFiStadium. We ask you to regularize the review of vaccination cards, bags and tickets. The safety of thousands of people and the group that will be presented is at stake when letting the stadium in unchecked. We hope this will be solved ASAP. Thanks."	m	0
@birbin12 @BittrexGlobal @Bitci @bcagdascaglar @onuraltantan @Metobababitci The new covid variation seems to activate the health sector #medical_chain	o	0
Warp Speed’s Holiday Gift to the minions.More Shots? Pfizer/BioNTech Will Know Vaccine's Effectiveness Against 'Omicron' Variant Soon - Can Ship New Jab Tailored to Emerging Variant in 100 Days https://t.co/g6OTrDHkMu	o	0
@JaneMinter @TheMontyDon Hardly a shambles 17million currently fully vaccinated.  I'd say a fantastic achievement for all NHS workers carrying the vaccine programme out aswell as the normal job.  We are all Shattered!	ov	1
"@tebzgee @NanSishange @CeendzM @News24 The matter of fact is that you don't know what is in the vaccine, thus y they choose to harden their heads"	a	0
"@JohnLeBrocq @brokenbottleboy Very true. This pandemic is unfortunate in all sorts of ways. But it is real, and we do have to get out of it."	o	0
Joe Biden &amp; Kamala Harris slammed for Omicron covid variant travel ban as their resurfaced tweets say they don’t work https://t.co/BUqbURnfu8	g	-1
Exactly! Omicron is a net positive!More transmissible/less lethal means everyone - vaxed or not (whether for freedom reasons or geographic location) - will be exposed to a mild form of Covid that doesn’t require hospitalizations/result in death= Rapid build in global immunity https://t.co/JL9OTjZg2y	o	1
OMICRON is the shiny object they want you to follow got it https://t.co/z5u3F00NwT	o	1
@JoeLombardoNV @SteveSisolak @GovSisolak The way to support small business—&amp; everyone else—is to VOTE LAZY STEVE OUT IN 2022. FOR 2 YEARS LAZY STEVE HAS IGNORED THIS #WheelchairUser—WATCH MY VIDEO #COVID19My Video:https://t.co/erSH6uadIZSisolak Email:https://t.co/z28sEfv2Uc. https://t.co/DFb8qU0yNT	g	0
"Come on. We are talking about healthy, young hearts. #myocarditis #VaccineSideEffects #AbLeg @DavidStaplesYEG is it vaccines or is it covid causing athletes to collapse on the field? https://t.co/h46wbufn53"	ov	0
@HiddenNickname @AidaAlami @Aichadell Vaccination —&gt; ???? —&gt; NWO	o	0
New UK Covid measures to be announced to tackle Omicron spread #SmartNews  https://t.co/BqmQQJk7jG	m	0
"@nml_35 @matthewdmarsden Your figures are wrong, and just display that you get your ""facts"" from false Facebook memes. https://t.co/4WIjLu3lI7"	o	-1
"@MdBreathe @ZachRoros @SamBardo1 Oh ffs!! Ivermectin here we go again. Grifting doctors fleecing dying patients of money using drug that is proven not to work on covid in vivo. Bet the monoclonal is giving irrespective of antibody status, that’ll cost the patient a few grand!!"	o	-1
"When will Democrats realize that their policies are the problem! Telling Americans that we have to just expect high prices, supply change crisis, chaos @ the southern border, looting @ stores, defunding police, unsolved Covid Crisis &amp; on and on. We need smart leadership not Biden"	g	-1
"@dbyrd000 @ctdsara @ElixirBTC @FindingHaysoos @Kicamero1 @MHSincorporated @wendelltalks This is the actual CDC guidance on what counts as a COVID-19 death and how to determine COVID-19 deaths. Then, the CDC investigates the cases for accuracy. Peer reviewed studies and the excess death statistics show COVID-19 deaths are actually underreported not over reported. https://t.co/WH1zRPsgEi"	s	0
"I need everyone to get vaccinated and keep distancing, I'm not about to jeopardize my trip to New York just because y'all keep coughing on each other"	o	0
"@NealCoolong I think they did well considering the COVID part. Only questions I have are the draft selections, BUT the raw OL picks really confirm it"	o	0
@LadKbf Omicron is on the chart too	o	0
‘Financial Markets Could See Increased Volatility Due to Omicron’ l KBS WORLD https://t.co/qUAo6KclIZ	o	0
@celtjules66 Boris Johnsons plans to keep everyone safe this winter:Plan APretend Covid19 is over.Plan BDither and delay then reluctantly introduce some half arsed measures when it is already far too late. Then blame you for catching it. https://t.co/1NrrgXG4bd	g	-1
@eepdllc @queens_dude @Rick__War @StateNYKPOD @KnicksBig15 @AJTheManChild @jfromflorida1 @RaphaelDiaz @YankeesKnicks99 @Knickanators @mikenieve @Jukebox3331 @TruePG718 @0oty_Mac @Freekeith @EdMemphisPimpin @LegionOfKnicks @KembasHome @eski225 @IanChisolm @Not47Buddz @Trace_AVP @Woodshed_1914 @DonaldP47082631 @knickloyalty @PreZnyc621 @SellDaTeamDolan @rahmmagick @Julius_DL @Chuck1one @tripleMwassup @TMal761 @NotKnickanator @BigFreezie @J1gg__ @Sharonchik266 @BadBadLeroyBro7 @victorlb03 @MikeFromQns7 @DavidBr37616769 @stalling_e @Jmastapiece @SBADJ1 @theline4two @LukeHen09435098 @ToddyWoddy1330 @tre_nite @acedghill @NYK247_4EVER @Marxman35 Ugh whatever man - just know your boy is trash and he needs to be off my team by next season… you can keep your head in the sand by repeating his “catch and shoot” stats from a covid season as the basis that he can be the next Edwards idgaf but you’re a dummy	o	-1
"Planning to walk an hour to and back just to get my Moderna Booster. Looking forward to the exercise, and will reward myself on the way back and once home might stream might play more Cyberpunk, we shall see!"	p	1
@mikeskoukla Dr. Reiner Fuellmich:  Scientific Evidence That Covid Is A Crime Against Humanity.  They have collected undeniable evidence that the covid pandemic is in fact a planned criminal operation.  https://t.co/3KRTfnlUZx	s	-1
"New COVID variant means getting used to ‘dial up, dial down’ controls https://t.co/sG3WH5P72b"	o	0
@DuncanBannatyne I’m pretty sure the Theatre’s didn’t decide to mandate vaccine passports. Having your hands tied by the government doesn’t sound very “Free” to me.	m	-1
"@GregAbbott_TX Governor, we need a massive communication campaign to let every Texan know that #COVIDisAirborne, and that indoor ventilation and air filtration are crucial (and easy) COVID mitigation strategies that urgently need to be implemented in as many buildings as possible. https://t.co/Uiy1dVtwvW"	g	1
@StevenSalzberg1 So why is the vaccine less powerful than natural immunity?  In like every trial.	s	0
@Eveldick Yeah. This Omicron variant is gonna be bad. https://t.co/zmmgCcp5xx	o	-1
"@jasimanski We need to place the unvaxed in education camps, really no other option at this point. Look how many are dying because of their recklessness. I personally know 2 people who have died of non Covid related causes because the unvaxxed were taking up all of the hospital beds."	p	0
@mehdirhasan This happened with the Haitian immigrants and previous to that as well.COVID is no big deal! Just a flu! But the illegals are going to kill us all by spreading their COVID!	o	-1
@250Luc Quarantine today until tomorrow	o	0
"@stories_nice They do this with every COVID variation, they’re just doing it sooner this time. Doesn’t change that the mutation is possible not as harmful."	o	0
@LeilaniDowding @TomHedley4 Omicron sponsored by countdown	o	0
@ProfColinDavis @sweetie_tweeter Tories still got to make a £444M or more from the pandemic.🤡🤡🤡	g	-1
@NSWHealth What a disgrace these vaccinated people bringing new strains into our beautiful country 😂😂😂😂	ov	-1
"Me facing omicron:I wear my mask, I will keep washing my hands, and I will keep social distancing best I can, but at this point I’m not flinching anymore. I’m not going to stop my life every time shit gets tough. Get your damn vaccine so if you do get it you don’t tempt death. https://t.co/aScRsLeR67"	p	0
@karnoa @kdunham1000 @PrisonPlanet Friend of mine 55yo female. Had been fine for 1.5 years. Got the vaccine anyways and dies of covid 1 month later	a	-1
@Artsy_Justin @cryowolf90 @AJK124 @Jemappelleamie @StephenKing This one was for prioritizing vaccines but we point https://t.co/ZGtJirpCSZ	ov	0
"- 10,442 doses of COVID-19 vaccine administered during past 24 hours: MoHAP https://t.co/hayaUe6Ewl"	m	1
"@KellieADennis74 @Mamamia1151 Hate to say, could be covid. You don't always get a cough. You're vaccinated, so try not to worry."	o	0
"@susan_mcalindon Flu numbers down as a consequence of better hygiene, less mixing and more social distancing since Covid arrived.  In an average year 30000 in UK die of flu.  We have had 145000 deaths from Covid in less than 2 years.  They are not the same."	m	-1
@IveGotQuestion7 I don’t know who is CDF  you really think that every country in the world is in on some conspiracy?what do you think this madness is?the jab?drugs to treat it you say harmed your family ?18 people you know had covid died from remdisavir?I’m guessing the covid killed them	o	-1
@ANI MOHFW can also allow RTPCR testing at local level to identify Omicron variants. They need to update their guidance. Current protocol makes detection of variants time consuming.	M	0
"@bp_2witter @TPSOperations @joe_warmington Here's facts &amp; data you can actually read.54 out or one million can have myocardial effects. Very, very low chances. https://t.co/y3QcYxvaOV"	S	0
@mdaleburns @dpenguin @ThomasPomeroy7 @MattWalshBlog https://t.co/EMHnpwBMQJNo.. it's not	O	0
"2) South Africa calls decision of fellow African nations (Angola, Mauritius, Rwanda &amp; Seychelles) to impose travel bans over Omicron varient as “regrettable...(&amp;) sad”.This comes after rush by wealthy countries to shut their borders to South Africa ( &amp; 7 other African nations);"	G	-1
Stock Ninja putting you on notice #Omicron $RECAF $VPT $TTR.V https://t.co/9NGFYab2e2 https://t.co/zWDMZhu0Ld	O	0
@PiersRobinson1 @DanielFooksArt @tatianaschild @Tim_Hayward_ @NeilClark66 @Valkyrie20201 Covid fatigue.	O	0
"@GicAriana For example, there is a large vaccine stockpile not being administered, apparently because of lobbyists. (Right now the virus is out of control there.) Cynics would say in Germany, the appearance of competence + things running smoothly are enough to get by. No scandals please! https://t.co/oFcyMGpDbI"	G	0
@CMofKarnataka is chairing a meeting with officials of health department at his official residence Krishna following a surge in #Covid cases in some districts of #Karnataka DCs attend meeting via video conferencing @Amitsen_TNIE @Arunkumar_TNIE @pmdvaidya https://t.co/OvolK20oNP	G	0
"@BillowKerrow Omicron cases found in Britain, yet, half of African countries citizens are barred. Africa let's emancipated ourselves from this discrimination and unite. Hold our resources dear, utilise and consume the best. They were not here 300 years ago: were we not dead."	G	-1
"Same here in Spain. We still have a mask mandate for indoors (outdoor one largely being ignored) but no border quarantines, no caps on groups, it's all Full Speed Christmas Ahead. Of course it's here, they didn't just discover it on Thursday. But we're not the priority. #omicron https://t.co/YKlgGEpeMh"	M	-1
"@morgfair Another toe tag winner in the rollercoaster ride of covid-19. Remember folks, it'll take your breath away.... permanently in many cases."	O	0
"@kathygreen21 @SharylAttkisson Maybe if people would stop cuddling me, Covid wouldn’t be such a big problem"	O	0
@gossthegoose You’re not an epidemiologist obviously and nor have you been reading or listening to actual epidemiologists and scientists who have been explicitly stating that covid is becoming more contagious and more lethal.	S	-1
